time;program;event;period;
21568.268758;burner;task-clock;1000000;
21568.268844;burner;task-clock;1000000;
21568.269013;swapper;task-clock;1000000;
21568.269536;burner;cycles;2967952;
21568.269758;burner;task-clock;1000000;
21568.269844;burner;task-clock;1000000;
21568.270012;swapper;task-clock;1000000;
21568.270207;burner;cycles;2968045;
21568.270529;burner;cycles;2967952;
21568.270758;burner;task-clock;1000000;
21568.270844;burner;task-clock;1000000;
21568.271013;swapper;task-clock;1000000;
21568.2712;burner;cycles;2968045;
21568.271522;burner;cycles;2970309;
21568.271758;burner;task-clock;1000000;
21568.271844;burner;task-clock;1000000;
21568.272013;swapper;task-clock;1000000;
21568.272194;burner;cycles;2970436;
21568.272516;burner;cycles;2972580;
21568.272758;burner;task-clock;1000000;
21568.272844;burner;task-clock;1000000;
21568.273013;swapper;task-clock;1000000;
21568.273188;burner;cycles;2972499;
21568.273524;burner;cycles;2974988;
21568.27374;burner;instructions;5075096;
21568.273758;burner;task-clock;1000000;
21568.273844;burner;task-clock;1000000;
21568.274013;swapper;task-clock;1000000;
21568.274107;burner;instructions;5070607;
21568.2742;burner;cycles;2974793;
21568.27452;burner;cycles;2971967;
21568.274731;burner;instructions;5075096;
21568.274758;burner;task-clock;1000000;
21568.274844;burner;task-clock;1000000;
21568.275013;swapper;task-clock;1000000;
21568.275097;burner;instructions;5070607;
21568.275196;burner;cycles;2970328;
21568.275517;burner;cycles;2973643;
21568.275731;burner;instructions;5081755;
21568.275758;burner;task-clock;1000000;
21568.275844;burner;task-clock;1000000;
21568.276013;swapper;task-clock;1000000;
21568.276116;burner;instructions;5077216;
21568.276193;burner;cycles;2971937;
21568.276513;burner;cycles;2974822;
21568.276724;burner;instructions;5081559;
21568.276757;burner;task-clock;1000000;
21568.276844;burner;task-clock;1000000;
21568.277013;swapper;task-clock;1000000;
21568.277107;burner;instructions;5065268;
21568.277189;burner;cycles;2973008;
21568.277524;burner;cycles;2976346;
21568.277652;burner;branches;1229345;
21568.277715;burner;branches;1229678;
21568.277731;burner;instructions;5086386;
21568.277757;burner;task-clock;1000000;
21568.277844;burner;task-clock;1000000;
21568.278013;swapper;task-clock;1000000;
21568.278142;burner;instructions;5070895;
21568.278201;burner;cycles;2974797;
21568.278522;burner;cycles;2972415;
21568.278642;burner;branches;1229345;
21568.27871;burner;branches;1229678;
21568.278726;burner;instructions;5081549;
21568.278757;burner;task-clock;1000000;
21568.278844;burner;task-clock;1000000;
21568.279012;swapper;task-clock;1000000;
21568.279134;burner;instructions;5049668;
21568.279199;burner;cycles;2970110;
21568.279521;burner;cycles;2973057;
21568.279648;burner;branches;1230718;
21568.279717;burner;branches;1229444;
21568.279732;burner;instructions;5084776;
21568.279757;burner;task-clock;1000000;
21568.279844;burner;task-clock;1000000;
21568.280013;swapper;task-clock;1000000;
21568.280134;burner;instructions;5050607;
21568.280197;burner;cycles;2971059;
21568.280518;burner;cycles;2973467;
21568.280644;burner;branches;1229868;
21568.280711;burner;branches;1228401;
21568.280727;burner;instructions;5081353;
21568.280757;burner;task-clock;1000000;
21568.280844;burner;task-clock;1000000;
21568.281012;swapper;task-clock;1000000;
21568.281122;burner;instructions;5050753;
21568.281193;burner;cycles;2971738;
21568.281528;burner;cycles;2974666;
21568.281656;burner;branches;1230507;
21568.28172;burner;branches;1229276;
21568.281739;burner;instructions;5084412;
21568.281757;burner;task-clock;1000000;
21568.281844;burner;task-clock;1000000;
21568.282012;swapper;task-clock;1000000;
21568.282126;burner;instructions;5058368;
21568.282205;burner;cycles;2973143;
21568.282526;burner;cycles;2970764;
21568.282652;burner;branches;1228665;
21568.282714;burner;branches;1227893;
21568.282734;burner;instructions;5077093;
21568.282757;burner;task-clock;1000000;
21568.282844;burner;task-clock;1000000;
21568.283012;swapper;task-clock;1000000;
21568.283115;burner;instructions;5055938;
21568.283202;burner;cycles;2968939;
21568.283524;burner;cycles;2971629;
21568.283653;burner;branches;1229012;
21568.283715;burner;branches;1228679;
21568.283735;burner;instructions;5079107;
21568.283757;burner;task-clock;1000000;
21568.283844;burner;task-clock;1000000;
21568.284012;swapper;task-clock;1000000;
21568.284112;burner;instructions;5064309;
21568.2842;burner;cycles;2969856;
21568.284521;burner;cycles;2972119;
21568.284647;burner;branches;1228800;
21568.284708;burner;branches;1228660;
21568.284729;burner;instructions;5078547;
21568.284757;burner;task-clock;1000000;
21568.284844;burner;task-clock;1000000;
21568.285012;swapper;task-clock;1000000;
21568.285103;burner;instructions;5066824;
21568.285196;burner;cycles;2970442;
21568.285531;burner;cycles;2973442;
21568.285659;burner;branches;1229699;
21568.285718;burner;branches;1229614;
21568.28574;burner;instructions;5082431;
21568.285757;burner;task-clock;1000000;
21568.285844;burner;task-clock;1000000;
21568.286012;swapper;task-clock;1000000;
21568.28611;burner;instructions;5072527;
21568.286207;burner;cycles;2972031;
21568.286528;burner;cycles;2969592;
21568.286654;burner;branches;1227962;
21568.286713;burner;branches;1228122;
21568.286735;burner;instructions;5075488;
21568.286757;burner;task-clock;1000000;
21568.286844;burner;task-clock;1000000;
21568.287012;swapper;task-clock;1000000;
21568.287103;burner;instructions;5067877;
21568.287204;burner;cycles;2967880;
21568.287372;burner;context-switches;13;
21568.287527;burner;cycles;2970577;
21568.287695;burner;branches;1228730;
21568.287717;burner;branches;1228933;
21568.287757;burner;task-clock;1000000;
21568.287777;burner;instructions;5078882;
21568.287844;burner;task-clock;1000000;
21568.288012;swapper;task-clock;1000000;
21568.288106;burner;instructions;5073654;
21568.288203;burner;cycles;2969174;
21568.288523;burner;cycles;2971015;
21568.28869;burner;branches;1222710;
21568.288712;burner;branches;1228255;
21568.288757;burner;task-clock;1000000;
21568.288771;burner;instructions;5052921;
21568.288844;burner;task-clock;1000000;
21568.289012;swapper;task-clock;1000000;
21568.289099;burner;instructions;5071591;
21568.289198;burner;cycles;2969445;
21568.289697;burner;branches;1223335;
21568.289722;burner;branches;1229065;
21568.289757;burner;task-clock;1000000;
21568.289778;burner;instructions;5056618;
21568.289844;burner;task-clock;1000000;
21568.290012;swapper;task-clock;1000000;
21568.290108;burner;instructions;5076129;
21568.290684;burner;branches;1222369;
21568.290715;burner;branches;1227493;
21568.290757;burner;task-clock;1000000;
21568.290765;burner;instructions;5052778;
21568.290843;burner;task-clock;1000000;
21568.291012;swapper;task-clock;1000000;
21568.291099;burner;instructions;5070331;
21568.291373;burner;context-switches;14;
21568.291678;burner;branches;1223398;
21568.291719;burner;branches;1228650;
21568.291757;burner;instructions;5057461;
21568.291759;burner;task-clock;1000000;
21568.291843;burner;task-clock;1000000;
21568.292012;swapper;task-clock;1000000;
21568.292103;burner;instructions;5076315;
21568.292665;burner;branches;1224388;
21568.292711;burner;branches;1227954;
21568.292744;burner;instructions;5062519;
21568.292757;burner;task-clock;1000000;
21568.292843;burner;task-clock;1000000;
21568.293012;swapper;task-clock;1000000;
21568.293094;burner;instructions;5074012;
21568.29367;burner;branches;1226306;
21568.293718;burner;branches;1229203;
21568.293757;burner;task-clock;1000000;
21568.293843;burner;task-clock;1000000;
21568.294012;swapper;task-clock;1000000;
21568.294657;burner;branches;1225588;
21568.294708;burner;branches;1228172;
21568.294757;burner;task-clock;1000000;
21568.294843;burner;task-clock;1000000;
21568.295012;swapper;task-clock;1000000;
21568.29565;burner;branches;1228230;
21568.295702;burner;branches;1229934;
21568.295757;burner;task-clock;1000000;
21568.295843;burner;task-clock;1000000;
21568.296012;swapper;task-clock;1000000;
21568.296639;burner;branches;1229413;
21568.296692;burner;branches;1230817;
21568.296757;burner;task-clock;1000000;
21568.296843;burner;task-clock;1000000;
21568.297012;swapper;task-clock;1000000;
21568.297757;burner;task-clock;1000000;
21568.297843;burner;task-clock;1000000;
21568.298012;swapper;task-clock;1000000;
21568.298757;burner;task-clock;1000000;
21568.298843;burner;task-clock;1000000;
21568.299012;swapper;task-clock;1000000;
21568.299374;ktpacpi_nvramd;cpu-migrations;1;
21568.299389;swapper;branches;1464421;
21568.299757;burner;task-clock;1000000;
21568.299843;burner;task-clock;1000000;
21568.29993;swapper;task-clock;1000000;
21568.300757;burner;task-clock;1000000;
21568.300843;burner;task-clock;1000000;
21568.30093;swapper;task-clock;1000000;
21568.301534;burner;cycles;2972326;
21568.301757;burner;task-clock;1000000;
21568.301843;burner;task-clock;1000000;
21568.30193;swapper;task-clock;1000000;
21568.302207;burner;cycles;2971276;
21568.302528;burner;cycles;2972326;
21568.302757;burner;task-clock;1000000;
21568.302843;burner;task-clock;1000000;
21568.303012;swapper;task-clock;1000000;
21568.303201;burner;cycles;2971276;
21568.303524;burner;cycles;2974193;
21568.303757;burner;task-clock;1000000;
21568.303843;burner;task-clock;1000000;
21568.304012;swapper;task-clock;1000000;
21568.304196;burner;cycles;2973235;
21568.304519;burner;cycles;2975926;
21568.304757;burner;task-clock;1000000;
21568.304843;burner;task-clock;1000000;
21568.305012;swapper;task-clock;1000000;
21568.305191;burner;cycles;2974998;
21568.30553;burner;cycles;2977724;
21568.305746;burner;instructions;5070566;
21568.305756;burner;task-clock;1000000;
21568.305843;burner;task-clock;1000000;
21568.306011;swapper;task-clock;1000000;
21568.306101;burner;instructions;5079496;
21568.306201;burner;cycles;2977031;
21568.306527;burner;cycles;2973642;
21568.306736;burner;instructions;5070566;
21568.306756;burner;task-clock;1000000;
21568.306843;burner;task-clock;1000000;
21568.307011;swapper;task-clock;1000000;
21568.307093;burner;instructions;5079496;
21568.307198;burner;cycles;2973187;
21568.307525;burner;cycles;2974693;
21568.307732;burner;instructions;5078872;
21568.307756;burner;task-clock;1000000;
21568.307843;burner;task-clock;1000000;
21568.308012;swapper;task-clock;1000000;
21568.308091;burner;instructions;5084419;
21568.308196;burner;cycles;2974526;
21568.308521;burner;cycles;2975551;
21568.308724;burner;instructions;5081126;
21568.308756;burner;task-clock;1000000;
21568.308843;burner;task-clock;1000000;
21568.309011;swapper;task-clock;1000000;
21568.309084;burner;instructions;5085636;
21568.309192;burner;cycles;2975482;
21568.309533;burner;cycles;2976894;
21568.309644;burner;branches;1231120;
21568.309702;burner;branches;1232338;
21568.309734;burner;instructions;5086377;
21568.309756;burner;task-clock;1000000;
21568.309843;burner;task-clock;1000000;
21568.310011;swapper;task-clock;1000000;
21568.310096;burner;instructions;5090046;
21568.310203;burner;cycles;2976916;
21568.310531;burner;cycles;2972655;
21568.31064;burner;branches;1231120;
21568.310699;burner;branches;1232338;
21568.310729;burner;instructions;5080260;
21568.310756;burner;task-clock;1000000;
21568.310843;burner;task-clock;1000000;
21568.311011;swapper;task-clock;1000000;
21568.311092;burner;instructions;5082500;
21568.311201;burner;cycles;2972715;
21568.31153;burner;cycles;2973011;
21568.311647;burner;branches;1231859;
21568.311702;burner;branches;1232768;
21568.311735;burner;instructions;5083808;
21568.311756;burner;task-clock;1000000;
21568.311843;burner;task-clock;1000000;
21568.312011;swapper;task-clock;1000000;
21568.312093;burner;instructions;5085297;
21568.3122;burner;cycles;2973291;
21568.312527;burner;cycles;2973375;
21568.312644;burner;branches;1230736;
21568.312699;burner;branches;1232268;
21568.312729;burner;instructions;5080468;
21568.312756;burner;task-clock;1000000;
21568.312843;burner;task-clock;1000000;
21568.313011;swapper;task-clock;1000000;
21568.313089;burner;instructions;5084534;
21568.313197;burner;cycles;2973709;
21568.313539;burner;cycles;2974492;
21568.313654;burner;branches;1231269;
21568.313714;burner;branches;1232683;
21568.313738;burner;instructions;5083748;
21568.313756;burner;task-clock;1000000;
21568.313843;burner;task-clock;1000000;
21568.314011;swapper;task-clock;1000000;
21568.3141;burner;instructions;5087429;
21568.314208;burner;cycles;2974916;
21568.314537;burner;cycles;2969947;
21568.31465;burner;branches;1229680;
21568.314711;burner;branches;1230503;
21568.314733;burner;instructions;5078054;
21568.314756;burner;task-clock;1000000;
21568.314843;burner;task-clock;1000000;
21568.315011;swapper;task-clock;1000000;
21568.315096;burner;instructions;5079993;
21568.315205;burner;cycles;2971011;
21568.315535;burner;cycles;2970733;
21568.315651;burner;branches;1230020;
21568.315718;burner;branches;1230683;
21568.315733;burner;instructions;5080673;
21568.315756;burner;task-clock;1000000;
21568.315843;burner;task-clock;1000000;
21568.316011;swapper;task-clock;1000000;
21568.316102;burner;instructions;5082339;
21568.316204;burner;cycles;2971798;
21568.316531;burner;cycles;2971232;
21568.316647;burner;branches;1229801;
21568.316714;burner;branches;1229498;
21568.316728;burner;instructions;5080675;
21568.316756;burner;task-clock;1000000;
21568.316843;burner;task-clock;1000000;
21568.317012;swapper;task-clock;1000000;
21568.317097;burner;instructions;5078664;
21568.3172;burner;cycles;2972193;
21568.317542;burner;cycles;2972732;
21568.317695;burner;branches;1230540;
21568.317728;burner;branches;1230212;
21568.317756;burner;task-clock;1000000;
21568.317778;burner;instructions;5084277;
21568.317843;burner;task-clock;1000000;
21568.318011;swapper;task-clock;1000000;
21568.318111;burner;instructions;5082046;
21568.318213;burner;cycles;2973616;
21568.318539;burner;cycles;2968839;
21568.318692;burner;branches;1223446;
21568.318725;burner;branches;1228009;
21568.318756;burner;task-clock;1000000;
21568.318773;burner;instructions;5054155;
21568.318843;burner;task-clock;1000000;
21568.319011;swapper;task-clock;1000000;
21568.319106;burner;instructions;5073055;
21568.31921;burner;cycles;2968993;
21568.319538;burner;cycles;2969750;
21568.319688;burner;branches;1223040;
21568.319727;burner;branches;1228184;
21568.319756;burner;task-clock;1000000;
21568.319768;burner;instructions;5054088;
21568.319842;burner;task-clock;1000000;
21568.320011;swapper;task-clock;1000000;
21568.320108;burner;instructions;5075001;
21568.320208;burner;cycles;2969945;
21568.320534;burner;cycles;2970270;
21568.320679;burner;branches;1223564;
21568.320721;burner;branches;1227911;
21568.320757;burner;instructions;5056811;
21568.320758;burner;task-clock;1000000;
21568.320843;burner;task-clock;1000000;
21568.321011;swapper;task-clock;1000000;
21568.321101;burner;instructions;5074140;
21568.321204;burner;cycles;2970576;
21568.321685;burner;branches;1225101;
21568.321731;burner;branches;1228791;
21568.321756;burner;task-clock;1000000;
21568.321764;burner;instructions;5063946;
21568.321842;burner;task-clock;1000000;
21568.322011;swapper;task-clock;1000000;
21568.32211;burner;instructions;5078469;
21568.322674;burner;branches;1224098;
21568.322723;burner;branches;1227324;
21568.322752;burner;instructions;5059457;
21568.322756;burner;task-clock;1000000;
21568.322842;burner;task-clock;1000000;
21568.323011;swapper;task-clock;1000000;
21568.323102;burner;instructions;5072503;
21568.323673;burner;branches;1226331;
21568.323729;burner;branches;1228607;
21568.32375;burner;instructions;5069749;
21568.323756;burner;task-clock;1000000;
21568.323842;burner;task-clock;1000000;
21568.32393;swapper;task-clock;1000000;
